transaction_id,invoice_id,payment_date,amount,currency
TRX0CCFE360,INV027705AB,2024-03-12,26984.13,USD
TRXABBA0E71,INVA0880256,2024-09-27,21561.09,USD
TRXF8C32857,INVD2D2CBF7,2024-01-08,28902.83,AUD
TRX87B1F230,INVCC0989DC,2023-12-04,19700.95,GBP
TRX84AC7D4B,INV3B1D423A,2024-08-25,24483.22,JPY
TRX295ACBEA,INV698C589B,2024-09-10,16188.61,USD
TRX678EDAF8,INVCC77063D,2024-08-07,43444.57,USD
TRXF1368DD6,INVBC4A33ED,2024-06-25,10326.34,USD
TRX8718BC37,INVB3D906D3,2024-01-12,34466.31,USD
TRXF9283E05,INVCCA58F17,2024-10-14,30818.66,AUD
TRXDFC4760F,INV11A90C78,2024-04-25,21366.71,USD
TRXEC876F1B,INV5953BB2F,2024-06-05,2213.82,EUR
TRX83FE7310,INV1A543750,2024-08-07,27602.05,GBP
TRX9888F861,INVB862BD47,2024-10-06,5067.35,GBP
TRX3AF219BF,INV47585BC4,2024-10-15,45321.6,USD
TRX77368937,INV59B2C74B,2024-07-28,5556.33,USD
TRX99A64962,INVC42F33F6,2024-11-23,33920.31,USD
TRXD4416D29,INVFC2F9A90,2024-12-03,41447.17,USD
TRX2C2B8B76,INV1648BC27,2024-07-13,40580.74,USD
TRX69CE9505,INV9BA07E3E,2024-01-17,32446.92,USD
TRX059247C6,INV42CEA5EE,2024-04-13,12366.07,USD
TRXF15137F1,INV441B568C,2024-11-04,33908.08,USD
TRX8F5D992B,INV6684397D,2024-11-12,2714.72,USD
TRXAC0E494A,INV81A8D7C9,2024-03-19,15242.75,USD
TRX3514ED0D,INVE077B3E5,2024-08-31,7573.16,USD
TRXECCE5BCD,INV19A8C848,2024-12-06,29234.77,USD
TRX9A95B725,INV22F41A15,2024-07-28,15163.87,EUR
TRX45DD1474,INVFB76DA5C,2024-02-22,8824.52,EUR
TRX5593D739,INVC0C934D3,2024-01-05,5887.58,EUR
TRXA97BEB89,INV2C73568B,2024-03-30,38146.28,USD
TRXEC445B46,INV1F9C87FC,2024-01-10,23201.36,USD
TRX26DDBB19,INV07804E64,2024-06-17,8723.63,USD
TRXE2E7A6CF,INV64237A62,2024-08-08,49238.38,USD
TRX41063ED8,INVF192C88D,2024-01-04,24489.92,USD
TRX4C5F1FA4,INV01882BCF,2023-12-09,9017.79,USD
TRX98234708,INVE9388F12,2024-02-06,16514.3,USD
TRX2678C593,INV66DA568D,2024-01-22,35231.44,USD
TRX5FE93829,INVB3CD8687,2024-06-05,12376.06,USD
TRXC2FA9F72,INVA32C6782,2024-01-22,6224.87,EUR
TRXE5968494,INVE0C39D1B,2024-09-13,32700.65,AUD
TRX85B76C4B,INV12CEC2F7,2024-09-25,14296.17,GBP
TRX2ABD0AB5,INVB8C6F6D7,2024-07-17,25643.71,AUD
TRX69CEAF6C,INV363F0B4E,2024-10-11,6818.87,EUR
TRX2FEC95DE,INV3EA8C8C5,2024-07-30,28228.09,USD
TRXAD485D6A,INV49967167,2024-11-24,32141.33,USD
TRX12815F8E,INVB500E314,2024-11-16,22358.39,USD
TRXBC7EA628,INV5BC0A48F,2024-01-08,42606.42,USD
TRX6A22329C,INVC43184B9,2024-03-02,22851.31,USD
TRX7E4DA019,INV7A11A04E,2024-10-23,26031.17,USD
TRX1A038435,INVB29EEC18,2024-03-04,32454.16,JPY
TRX6DA432A1,INV84DF6DAB,2024-06-12,19119.29,EUR
TRXF6B029E8,INV12BC7FB3,2024-10-16,44070.6,USD
TRX3CCAD28B,INV6CC092C8,2024-08-03,46495.7,USD
TRX06B9826C,INV76C0FFDA,2024-12-24,17045.97,USD
TRXDD89B699,INVD1B2D020,2024-01-25,16222.57,USD
TRX0A4D049A,INVFD7338A7,2024-07-18,46556.54,USD
TRXF91CE7B0,INV2E412527,2024-02-24,23008.67,USD
TRX3B462A56,INVEE3BADAE,2024-06-23,21532.17,USD
TRXC1F20171,INV51BF7140,2024-11-24,18346.62,USD
TRX4C51CF91,INV5A3F4632,2024-01-31,17835.14,USD
TRX95BD4C24,INV580BE011,2024-06-23,37193.19,JPY
TRX6EF2CE30,INV900B7E75,2024-07-30,27985.05,USD
TRXA33D47BB,INV2AA90429,2024-05-04,2542.91,USD
TRXFDC29F0E,INV82630538,2024-04-03,49221.42,USD
TRXDB68D68B,INVBE0BEFC7,2024-02-18,1296.62,USD
TRX6A609A51,INV4E7794D8,2024-01-27,29733.79,USD
TRX48D4F7A3,INV940889D9,2024-06-19,17071.45,USD
TRXA1DD9380,INVF762B16A,2024-07-08,9572.83,USD
TRX16DE9207,INVC20EB221,2024-09-07,23894.97,USD
TRXF1F4434E,INV411BCA21,2024-11-22,12939.76,USD
TRX0580A68C,INVD449307A,2024-06-11,16306.76,USD
TRX63B8EAD7,INVD513BAFF,2024-05-25,41330.62,USD
TRXAB802E92,INV73DA5FCF,2024-02-09,39176.14,USD
TRX3368F1BC,INV4F4B98C7,2024-09-23,40582.31,USD
TRX70B05431,INVC5599824,2024-05-20,48690.95,USD
TRXE13E5DB2,INV2181DB55,2023-12-27,3008.81,USD
TRX10C4314B,INV68E8B32F,2024-10-17,26734.08,USD
TRX2DC56425,INV41A31C5E,2024-06-24,16544.4,USD
TRX3CDDA11A,INV64F3D57B,2024-03-24,13186.67,USD
TRXB013E2C7,INV29F3F1AE,2024-08-03,17131.81,EUR
TRX34ABC3A4,INVDF7B39CA,2023-12-19,31688.25,AUD
TRX8A048B89,INV790A4473,2024-10-10,6331.28,AUD
TRXDC007AA8,INVA4B569CF,2024-01-24,49068.09,EUR
TRX51D92280,INV46F5B825,2024-07-02,27916.24,GBP
TRX773CF715,INVD63BC62D,2024-01-31,43284.73,USD
TRX852C4538,INV580037D7,2024-03-08,20536.99,USD
TRX51602E7E,INV6D6CD901,2024-09-12,5010.96,USD
TRXB0C3A67B,INV12197761,2024-09-14,8523.49,USD
TRXB2F2FC31,INV7AA5FFCB,2024-11-18,30180.52,USD
TRXD2604BA9,INVB9349714,2024-02-15,20034.95,USD
TRX609C36C8,INV8E184A96,2024-05-27,25570.87,USD
TRXC63DAD1B,INVDBBA3D7F,2024-04-30,30271.85,USD
TRX77CCB9A0,INVE8998862,2024-03-13,5812.26,USD
TRXE38FD215,INVC202E851,2024-01-24,16792.44,USD
TRX085C640F,INV2037D00F,2024-02-24,44150.36,USD
TRX0AE3199D,INV4DC87682,2024-10-07,4854.16,USD
TRXF51CF0FE,INV948256EC,2024-01-26,23241.02,USD
TRXFB784E1F,INV7ABD8227,2024-08-19,1429.37,AUD
TRX7EBB544B,INV037BEB14,2024-05-10,3782.8,EUR
TRX7F72F9C0,INVEC983AB9,2024-03-29,37669.06,USD
TRXD61679E4,INV913C181C,2024-04-20,21247.44,USD
TRX552112C6,INVA12F36AA,2024-01-31,38228.91,USD
TRXCCF9E62F,INV36DCE546,2024-09-13,16695.1,AUD
TRXEBD1B6F5,INV7C0380E1,2024-10-19,24182.41,AUD
TRX20939C58,INV8B6322ED,2024-09-17,3481.21,EUR
TRXAF28CF56,INV3344E8E5,2024-04-10,19045.97,USD
TRXE5DE2E08,INV2AA9FB14,2024-09-04,37011.23,USD
TRX82C3E8E3,INV4456ECF2,2024-05-04,5351.43,USD
TRXAC11BA0B,INV50AA09DD,2024-05-09,12172.12,USD
TRXC66E4701,INVCD69C3A8,2024-03-03,20462.85,USD
TRX85F6531B,INV04E8DA4D,2024-11-25,27485.71,USD
TRXF6191C65,INV099FFBF2,2024-03-16,1944.5,USD
TRXC71BB0EF,INVE7011D06,2024-05-14,8716.86,USD
TRX4874C382,INV47EDE674,2024-09-04,49769.1,USD
TRXBBA671B3,INV33825A9A,2024-08-15,9802.79,USD
TRX4B3E934A,INV469A1BF4,2024-12-08,43056.64,USD
TRX5406CE82,INVFAEBFC78,2024-01-28,33892.32,USD
TRX435872D1,INV96874E17,2024-05-20,12580.43,USD
TRXC0599470,INVC727DCF2,2024-12-15,21608.48,USD
TRX3AD412B5,INV2E460935,2024-11-24,20385.38,USD
TRX78C3B25E,INV252ED8E1,2024-03-07,41792.21,USD
TRXD1321E45,INVE818A0B1,2024-03-03,6493.51,JPY
TRX75B0FAA3,INV6A2EBE44,2024-01-03,9281.33,EUR
TRX07502E13,INVC7926DAE,2024-04-14,25143.6,EUR
TRX92B25A95,INVAB157808,2024-08-26,49421.82,JPY
TRXA31019DF,INVFEE3B2D5,2024-04-29,23038.86,EUR
TRX8C02F319,INVB13A469E,2024-08-12,25491.63,USD
TRX1EE09844,INV13A51116,2024-11-04,3536.13,USD
TRX689DC30D,INVE00A4BEB,2024-12-16,24352.23,USD
TRX58D4FC74,INV80D7BDF7,2024-09-01,5543.55,USD
TRX89ACDD66,INV05EF4A04,2023-12-29,15339.15,USD
TRX0D04CE70,INVC0DC1A24,2024-06-25,45352.75,USD
TRX66152030,INV42E27E79,2024-02-02,7025.98,USD
TRX01B78E11,INVF47159E0,2024-08-21,17373.79,USD
TRX2D030F42,INV242E531D,2023-12-18,32203.53,USD
TRX02916EDF,INVCC274A8D,2024-09-17,9759.6,USD
TRX73078195,INVAF1AF59F,2024-02-12,14188.05,USD
TRX14AA2F6B,INVF23A62F1,2024-10-21,2909.22,USD
TRX34E55760,INV376F780E,2024-02-26,18716.01,USD
TRX65D9D884,INVEA49C8B8,2024-11-27,16659.98,USD
TRX8C3FA3ED,INVC0B097EB,2024-05-31,31518.19,GBP
TRXEE8E4A0C,INV1602A440,2024-03-10,40042.41,JPY
TRX699A44CF,INVAEBF62E0,2024-10-04,16505.65,JPY
TRX0C52E8CD,INVF68AE516,2024-02-19,47514.5,USD
TRXDBFD341B,INV3C85F1C3,2024-09-14,7841.82,USD
TRXB5709BD9,INV321699B6,2024-07-09,36713.79,USD
TRX8D879F6E,INV10A3D8B0,2024-08-12,37763.7,USD
TRX9BD76AE5,INVD122587D,2024-10-28,13650.34,USD
TRX900A4680,INVE02E6861,2024-09-08,17474.05,USD
TRX4EAFCF87,INV084935D3,2024-08-12,37673.8,USD
TRX7AAFAEDD,INV569D8572,2024-01-13,19115.94,USD
TRXEF370879,INV86B9D323,2024-05-31,45669.49,USD
TRX341A2FC1,INVC38C4CBC,2024-01-09,7179.9,USD
TRXB70F2094,INV11BF74FB,2024-10-18,20347.35,USD
TRX48A5CA1E,INV26BFE8C4,2024-02-26,20240.99,USD
TRX7D47B18A,INV79A85DAF,2024-07-09,6379.43,USD
TRXED0F9382,INV9F706CE4,2024-05-05,27192.54,USD
TRX2F83AAFD,INV27BD40DC,2024-03-17,33137.23,USD
TRX923AAC41,INVF895FE84,2024-06-02,9459.46,JPY
TRX08465791,INVDACB2EC8,2024-10-14,33357.4,GBP
TRX54A7C249,INV257CF51B,2024-05-16,44727.1,EUR
TRXA2FF060C,INVA9868C1D,2024-06-28,16107.8,USD
TRXAA232164,INV22528E87,2024-07-24,25963.69,USD
TRXB38012E0,INVBD97FF6B,2024-02-03,31011.65,USD
TRX1AF44AFA,INV2523A777,2024-03-23,24563.92,USD
TRX42796B92,INVB42E0E65,2024-09-29,48240.72,GBP
TRX17724AE7,INV93D621D5,2024-11-20,2103.96,EUR
TRXA89CB6B4,INVDA3B45C8,2024-01-20,33938.39,GBP
TRXCAE90603,INV0A272F1B,2024-06-30,39946.74,GBP
TRXD150C184,INV427EA20E,2024-11-08,28635.8,EUR
TRXDBAC766F,INV3128C9FB,2024-09-26,11896.69,AUD
TRXE8723545,INV2C5531E1,2024-08-07,12168.16,USD
TRX1D946BDD,INV44563721,2024-04-30,20221.81,USD
TRXE0B3BB50,INV3F6D0266,2024-06-18,18624.06,USD
TRXA5414C6E,INV10C02EA1,2024-01-22,45799.1,AUD
TRX365FC4B5,INVDDA134BE,2024-07-19,25747.91,AUD
TRX97EC6316,INV5DACB02A,2024-09-27,21360.84,EUR
TRXB7EFB649,INV1ECEF7BA,2023-12-20,3789.13,USD
TRXD542BA96,INVD14CE971,2024-01-29,22090.41,USD
TRX2AC5D0DE,INVF83337B4,2024-05-23,24713.17,USD
TRXA2543C00,INV1AD35E09,2024-10-02,27424.18,USD
TRX78EF6465,INVC0CAF91B,2024-02-21,23864.16,USD
TRXBCD6EF48,INV0B380D9E,2024-02-06,40661.58,USD
TRX8B35C60C,INVE107594E,2024-05-07,30129.62,USD
TRX5E38E520,INVE8B50ED2,2024-10-18,12518.99,USD
TRX9DA3B8E1,INV883C4DA1,2024-06-08,35574.59,USD
TRX25F26FF3,INV0CA2639A,2024-07-05,32630.87,USD
TRX541A24EC,INV316D71E7,2024-05-03,31687.47,USD
TRX625D3EE1,INVF7BC06D7,2024-02-13,4584.86,USD
TRX424FDBC3,INV692D6DD7,2024-03-07,47827.53,AUD
TRXE1F0ED54,INVC833A29D,2024-05-01,35690.81,AUD
TRXB7D1FBCF,INV812413EC,2024-10-19,45319.54,GBP
TRX498ADB09,INV98D65CDA,2023-12-03,4860.11,USD
TRXC68D7D40,INV124B1462,2024-03-15,36521.16,USD
TRX477C7A2C,INVF0360D8B,2024-04-20,38156.56,USD
TRX9BE59AA9,INVCF8DA542,2024-02-11,9651.5,USD
TRXB7522726,INV2497198C,2024-01-11,29683.53,USD
TRXCF4680DB,INVD5716980,2024-06-12,11091.91,USD
TRXB6F73BB9,INVF028BE27,2024-09-24,45457.42,USD
TRXA5CEFE4D,INV89A34B65,2024-05-12,5480.95,USD
TRXE561EA5A,INVB85CF7D4,2024-05-16,5890.84,USD
TRX600645C1,INV4776DF28,2024-02-06,38137.45,USD
TRXABA7CC81,INVB7502598,2024-01-03,1436.56,USD
TRX145F29F3,INVF8FF5452,2024-01-22,7622.01,USD
TRX26DCCE34,INVB56C381C,2024-01-01,21075.31,USD
TRX66708904,INVF24D70A9,2024-10-22,2022.06,USD
TRX58242B86,INV763B4218,2024-01-16,15985.8,USD
TRXF336A047,INVFBD7FEE6,2024-06-23,4834.8,USD
TRX25707E53,INV6199C981,2024-08-16,35253.09,USD
TRXC3F420AD,INVA3B6E9E7,2024-01-07,34104.56,USD
TRX8ACBD072,INV8C410D16,2024-01-06,30160.02,USD
TRX8E64EE43,INV1C1D57BC,2024-02-28,26437.84,USD
TRX9BAE68D0,INVAB0E17AA,2024-05-23,19557.42,USD
TRX124FB39E,INV380030D6,2024-04-02,19375.3,USD
TRXDD8D014A,INVAF342399,2024-03-18,38372.65,USD
TRX9AD9EEB3,INV2551526E,2023-12-25,39908.66,USD
TRX12E49B59,INV60845D60,2024-09-24,36318.19,USD
TRX46CD7EAB,INV4BF23A4F,2024-08-23,28262.96,USD
TRXB3BBEF1D,INV1BFFE17E,2024-06-11,18974.24,GBP
TRXEB005032,INV329CF911,2024-07-18,25043.84,EUR
TRX6875D60A,INV73397CE4,2024-10-27,39820.74,USD
TRXC208B074,INV85F07D12,2024-09-08,11144.36,USD
TRXDB73CFB3,INVE53A362E,2024-06-23,43909.34,USD
TRXA6DCAE0B,INVB2379CC0,2024-07-18,10401.59,USD
TRXF91D4C02,INV7868F9EA,2024-09-23,28955.68,USD
TRXF25654A7,INV5B57CBB5,2024-11-02,27549.77,USD
TRXBB09C54F,INV79E26D58,2024-04-27,3490.14,EUR
