invoice_id,customer_id,issue_date,due_date,amount,currency,status,outstanding_amount
INV647d5d31,CUSTa774e3bc,2023-12-10,2024-01-09,22961.53,EUR,Paid,0.0
INV984a3c52,CUST8f056f5b,2024-01-25,2024-02-24,43616.28,USD,Paid,0.0
INVb7af0985,CUSTe12b8f30,2024-07-25,2024-08-24,19027.64,USD,Paid,0.0
INV77ccb999,CUSTe12b8f30,2024-03-20,2024-04-19,46828.31,USD,Paid,0.0
INV240d8799,CUSTe12b8f30,2024-08-31,2024-09-30,11897.66,USD,Unpaid,0.0
INV65cda7b8,CUSTe34f2911,2024-10-08,2024-11-07,14388.95,USD,Unpaid,0.0
INV202c71ba,CUSTe34f2911,2024-11-10,2024-12-10,27758.39,USD,Paid,0.0
INVc7025480,CUSTe34f2911,2024-03-28,2024-04-27,7049.73,USD,Paid,0.0
INV5ffe1867,CUSTe34f2911,2024-08-10,2024-09-09,41655.71,USD,Paid,0.0
INV1e410371,CUSTcbc0cc03,2023-12-17,2024-01-16,26928.61,AUD,Paid,0.0
INV7637f9ed,CUSTcbc0cc03,2024-07-07,2024-08-06,43183.32,AUD,Paid,0.0
INV068f4dd1,CUSTcbc0cc03,2024-02-17,2024-03-18,16599.9,JPY,Paid,0.0
INVb58115da,CUSTcbc0cc03,2024-03-24,2024-04-23,9391.45,AUD,Paid,0.0
INV39b4ee9f,CUSTcbc0cc03,2024-06-05,2024-07-05,37278.03,EUR,Unpaid,434.34
INVd7a1128a,CUST273c02cf,2024-04-26,2024-05-26,14348.41,USD,Unpaid,0.0
INVfe38627b,CUST373bc03a,2024-01-12,2024-02-11,2761.12,USD,Paid,0.0
INVb92e56e1,CUST373bc03a,2024-07-25,2024-08-24,16709.73,USD,Paid,0.0
INV02885d41,CUST373bc03a,2024-08-17,2024-09-16,13411.28,USD,Paid,0.0
INVd4512716,CUST79ba873f,2024-10-06,2024-11-05,10722.78,USD,Paid,0.0
INV4dd292d6,CUST79ba873f,2024-08-23,2024-09-22,49416.17,USD,Paid,0.0
INV329ac6a6,CUST79ba873f,2024-04-13,2024-05-13,10044.25,USD,Unpaid,0.0
INV99f15fb5,CUST79ba873f,2024-01-03,2024-02-02,11543.04,USD,Overdue,0.0
INV22ebc0c6,CUST79ba873f,2024-08-14,2024-09-13,40599.12,USD,Unpaid,0.0
INVe363e696,CUST2f428fdb,2024-05-25,2024-06-24,31551.21,USD,Paid,0.0
INV98f2daff,CUST2f428fdb,2024-04-19,2024-05-19,49149.53,USD,Paid,0.0
INVa66f2e7f,CUSTc10cbe87,2024-02-24,2024-03-25,30777.92,USD,Paid,0.0
INVa83554e8,CUST51e7699d,2024-07-27,2024-08-26,7325.68,USD,Paid,0.0
INV0d8b925a,CUST51e7699d,2024-07-12,2024-08-11,17558.17,USD,Paid,0.0
INVebf6706f,CUST51e7699d,2023-12-17,2024-01-16,48281.71,USD,Unpaid,0.0
INV523eac45,CUST51e7699d,2024-10-03,2024-11-02,4627.35,USD,Paid,0.0
INV7b35e3a7,CUST9b2ade66,2024-01-08,2024-02-07,3061.44,USD,Paid,0.0
INVc8916d42,CUST9b2ade66,2024-04-17,2024-05-17,18227.76,USD,Overdue,0.0
INV1c88139f,CUST9b2ade66,2024-08-11,2024-09-10,42922.34,USD,Overdue,0.0
INV96ead10e,CUST9b2ade66,2024-05-27,2024-06-26,15347.33,USD,Unpaid,0.0
INV35d29283,CUST42c627b8,2024-10-27,2024-11-26,29084.29,GBP,Unpaid,1439.87
INV6a8e3974,CUST42c627b8,2024-02-12,2024-03-13,36953.07,GBP,Unpaid,422.81
INVa2cccc76,CUST42c627b8,2024-03-29,2024-04-28,26058.57,EUR,Paid,0.0
INV0346e92e,CUST42c627b8,2024-03-21,2024-04-20,20927.98,AUD,Paid,0.0
INVc18beb61,CUSTebd54ab7,2024-09-12,2024-10-12,41284.4,USD,Paid,0.0
INVcd7a4771,CUSTebd54ab7,2024-01-07,2024-02-06,6224.98,USD,Unpaid,0.0
INV98661615,CUSTdecdf33b,2024-09-24,2024-10-24,17034.74,GBP,Paid,0.0
INV5be97d73,CUSTdecdf33b,2023-12-01,2023-12-31,33284.51,GBP,Unpaid,467.97
INVa0f1fad1,CUST61ffcb8c,2023-12-26,2024-01-25,10784.23,USD,Unpaid,0.0
INV08eaaf76,CUSTea2c8680,2024-10-28,2024-11-27,18417.24,USD,Unpaid,0.0
INV11f51a7a,CUST915a7a88,2024-08-16,2024-09-15,5583.62,USD,Paid,0.0
INV6efca4d7,CUST915a7a88,2024-07-21,2024-08-20,25356.86,USD,Paid,0.0
INV3a00072f,CUSTeb6f8e57,2024-05-16,2024-06-15,37474.59,USD,Unpaid,0.0
INV53115543,CUSTeb6f8e57,2024-11-02,2024-12-02,48112.02,USD,Paid,0.0
INV7d521f31,CUSTeafecae0,2024-02-15,2024-03-16,3761.42,USD,Overdue,0.0
INV59c212f5,CUSTeafecae0,2024-06-09,2024-07-09,7721.9,USD,Paid,0.0
INV66391144,CUSTeafecae0,2024-02-17,2024-03-18,41343.58,USD,Unpaid,0.0
INV46544454,CUSTc6d36572,2024-06-06,2024-07-06,7067.26,USD,Paid,0.0
INV6443c069,CUSTc6d36572,2024-10-14,2024-11-13,47390.58,USD,Overdue,0.0
INV3a6f4925,CUSTc6d36572,2024-07-03,2024-08-02,27720.32,USD,Unpaid,0.0
INVb71560e7,CUST53080554,2024-08-18,2024-09-17,16132.61,USD,Overdue,0.0
INVeac4a581,CUST53080554,2024-09-07,2024-10-07,38765.83,USD,Overdue,0.0
INVb3f5a0c4,CUST53080554,2024-05-05,2024-06-04,8060.2,USD,Paid,0.0
INV0d9ecf26,CUST53080554,2024-06-18,2024-07-18,10542.89,USD,Paid,0.0
INVea538b98,CUST08112d34,2024-05-31,2024-06-30,46988.34,USD,Unpaid,0.0
INVf20e781d,CUST08112d34,2024-11-29,2024-12-29,13100.48,USD,Unpaid,0.0
INVca6b1662,CUSTa7119e94,2024-01-31,2024-03-01,18973.77,USD,Unpaid,0.0
INV6005e982,CUSTa7119e94,2024-01-28,2024-02-27,37733.44,USD,Paid,0.0
INV634d6d02,CUSTa7119e94,2023-12-01,2023-12-31,44067.83,USD,Unpaid,0.0
INVaa2d11b9,CUSTa7119e94,2024-06-20,2024-07-20,11233.28,USD,Paid,0.0
INV1e79565f,CUST45301bf9,2024-05-24,2024-06-23,36104.44,USD,Overdue,0.0
INV433c7f01,CUSTd3e852df,2023-12-28,2024-01-27,27925.78,USD,Paid,0.0
INVc9819cc0,CUSTd3e852df,2024-10-28,2024-11-27,14466.88,USD,Unpaid,0.0
INV1e08cad0,CUSTd3e852df,2024-05-08,2024-06-07,42003.86,USD,Paid,0.0
INV715890fd,CUSTd3e852df,2024-07-30,2024-08-29,24598.83,USD,Paid,0.0
INV169a9957,CUSTff6ace25,2024-11-04,2024-12-04,38387.49,JPY,Unpaid,1702.6
INVa4b68035,CUSTdeeaf5fa,2024-08-26,2024-09-25,23073.07,USD,Paid,0.0
INV174f2701,CUSTdeeaf5fa,2024-04-02,2024-05-02,24316.41,USD,Paid,0.0
INVbce7d82b,CUSTdeeaf5fa,2024-09-09,2024-10-09,19974.39,USD,Paid,0.0
INV75a0ea3d,CUSTdeeaf5fa,2024-02-07,2024-03-08,49014.99,USD,Paid,0.0
INV89366ecb,CUSTdeeaf5fa,2023-12-31,2024-01-30,2269.54,USD,Paid,0.0
INVdc1ff6f2,CUST208ff914,2024-07-06,2024-08-05,48936.13,USD,Paid,0.0
INV7011fab4,CUST208ff914,2024-09-23,2024-10-23,1758.61,USD,Overdue,0.0
INVbf2567b1,CUST208ff914,2024-07-24,2024-08-23,3580.09,USD,Paid,0.0
INVc4ed0704,CUSTedab7322,2024-04-10,2024-05-10,29426.95,USD,Paid,0.0
INV6a6bf692,CUSTedab7322,2024-05-24,2024-06-23,20610.68,USD,Paid,0.0
INV3e415d96,CUSTedab7322,2024-07-27,2024-08-26,47788.89,USD,Unpaid,0.0
INV5b91156a,CUSTedab7322,2024-02-12,2024-03-13,17161.64,USD,Paid,0.0
INVbc37d8bf,CUST0787ac4a,2024-09-01,2024-10-01,24681.18,GBP,Paid,0.0
INV2116c2ad,CUST0787ac4a,2024-06-07,2024-07-07,38752.71,GBP,Paid,0.0
INVec49eb03,CUST0787ac4a,2024-08-19,2024-09-18,23712.1,AUD,Unpaid,838.18
INV6da6b151,CUST0787ac4a,2024-10-03,2024-11-02,39011.14,AUD,Paid,0.0
INV55f52d53,CUSTfaff73d8,2024-05-11,2024-06-10,18843.13,USD,Unpaid,0.0
INVe272f74d,CUSTfaff73d8,2023-12-19,2024-01-18,23607.8,USD,Overdue,0.0
INVd87e14f4,CUSTfaff73d8,2024-01-30,2024-02-29,23737.84,USD,Unpaid,0.0
INVcb33b982,CUSTfaff73d8,2024-03-06,2024-04-05,13223.8,USD,Unpaid,0.0
INVd430d3e6,CUSTfaff73d8,2024-03-22,2024-04-21,2939.38,USD,Paid,0.0
INVde7b83d8,CUST7e09931b,2024-06-26,2024-07-26,28803.36,USD,Unpaid,0.0
INVf40876ee,CUST7e09931b,2024-03-23,2024-04-22,45699.22,USD,Paid,0.0
INV35cdb5c6,CUST7e09931b,2024-10-22,2024-11-21,11423.05,USD,Overdue,0.0
INVe111d14d,CUST7e09931b,2024-08-15,2024-09-14,45722.01,USD,Unpaid,0.0
INV2a86310a,CUST7e09931b,2024-05-17,2024-06-16,19982.26,USD,Paid,0.0
INVa74d5be7,CUST56034d56,2024-11-24,2024-12-24,23846.56,USD,Unpaid,0.0
INV86aa7c25,CUST56034d56,2024-09-27,2024-10-27,26496.26,USD,Unpaid,0.0
INV83a45cda,CUST56034d56,2024-07-16,2024-08-15,23334.96,USD,Paid,0.0
INV7815c4ca,CUSTc8a7245d,2023-11-30,2023-12-30,4972.64,USD,Unpaid,0.0
INV5f6f0e1e,CUSTc8a7245d,2024-08-10,2024-09-09,19745.23,USD,Paid,0.0
INV8b9dab11,CUSTc8a7245d,2024-06-08,2024-07-08,38223.63,USD,Paid,0.0
INVb6ef9ef8,CUSTc8a7245d,2023-12-26,2024-01-25,26829.54,USD,Paid,0.0
INV9aab8d58,CUSTc8a7245d,2024-05-31,2024-06-30,44144.13,USD,Overdue,0.0
INV6adb4fd9,CUST4cc0ee13,2024-03-22,2024-04-21,21117.21,USD,Paid,0.0
INV7ac6d0f4,CUST4cc0ee13,2024-09-05,2024-10-05,3094.31,USD,Paid,0.0
INVe6948bdf,CUSTc33cded5,2024-05-29,2024-06-28,3812.41,GBP,Paid,0.0
INV2921c156,CUSTc33cded5,2024-08-21,2024-09-20,22220.64,GBP,Unpaid,764.66
INVc4e38efe,CUSTdd7f8fae,2024-07-02,2024-08-01,27400.47,USD,Paid,0.0
INVcedc7c04,CUSTdd7f8fae,2024-04-20,2024-05-20,37559.41,USD,Paid,0.0
INVeb546036,CUSTdd7f8fae,2024-11-27,2024-12-27,29073.96,USD,Paid,0.0
INVca170a24,CUST5c6a5f25,2024-06-03,2024-07-03,1662.71,GBP,Paid,0.0
INV61f935fa,CUST5c6a5f25,2024-07-27,2024-08-26,5809.4,EUR,Unpaid,122.04
INVe75d12e9,CUST5c6a5f25,2023-12-27,2024-01-26,17778.6,GBP,Paid,0.0
INV4a3c76c2,CUST3cb8c5a4,2024-08-09,2024-09-08,28562.28,USD,Paid,0.0
INV0ccaaf52,CUST6441b64b,2024-03-28,2024-04-27,12355.57,USD,Paid,0.0
INVe3b80a32,CUST6441b64b,2024-02-19,2024-03-20,4899.65,USD,Overdue,0.0
INVb1ec8bfe,CUST6441b64b,2024-09-17,2024-10-17,17520.38,USD,Overdue,0.0
INVd2f35465,CUST6441b64b,2024-11-21,2024-12-21,34514.36,USD,Overdue,0.0
INV5a94556c,CUST6441b64b,2024-05-10,2024-06-09,11894.48,USD,Paid,0.0
INV3eb35040,CUST3bf800c5,2024-05-27,2024-06-26,12552.07,USD,Paid,0.0
INV070cfec0,CUST3bf800c5,2024-04-14,2024-05-14,31514.96,USD,Paid,0.0
INV13ceb529,CUST3bf800c5,2024-05-19,2024-06-18,8758.12,USD,Unpaid,0.0
INV1cf976cc,CUST5ab7eb9c,2024-08-06,2024-09-05,4292.49,JPY,Paid,0.0
INV129cfbf4,CUST5ab7eb9c,2024-01-25,2024-02-24,39403.98,EUR,Paid,0.0
INV9550543e,CUST13e8a578,2024-09-27,2024-10-27,48877.04,USD,Paid,0.0
INV2383db41,CUST13e8a578,2024-08-23,2024-09-22,26395.54,USD,Paid,0.0
INVf319c56d,CUST13e8a578,2024-06-04,2024-07-04,23950.23,USD,Paid,0.0
INV01529a46,CUST019d0272,2024-11-09,2024-12-09,46057.78,USD,Paid,0.0
INV23d23eaa,CUST019d0272,2024-04-18,2024-05-18,43284.36,USD,Paid,0.0
INV68a83d1e,CUST019d0272,2023-12-24,2024-01-23,30234.62,USD,Paid,0.0
INVd07349a5,CUSTb8962bb3,2024-03-08,2024-04-07,39228.57,USD,Unpaid,0.0
INVd62038d7,CUSTb8962bb3,2024-08-07,2024-09-06,40846.91,USD,Paid,0.0
INVa99a8dad,CUSTb8962bb3,2024-07-06,2024-08-05,43550.83,USD,Paid,0.0
INV89a47cba,CUSTb8962bb3,2024-02-19,2024-03-20,23200.35,USD,Paid,0.0
INV9118baaf,CUST90467e16,2024-07-14,2024-08-13,28716.54,USD,Paid,0.0
INVf21a2765,CUST162b6d9f,2024-01-21,2024-02-20,31591.42,USD,Paid,0.0
INV7781dda3,CUSTe6ffd849,2024-08-14,2024-09-13,19170.38,USD,Overdue,0.0
INV40446be0,CUSTe6ffd849,2024-06-21,2024-07-21,15678.62,USD,Paid,0.0
INV1d87d73e,CUSTe6ffd849,2024-03-20,2024-04-19,48295.99,USD,Paid,0.0
INV178b648b,CUSTe6ffd849,2024-08-10,2024-09-09,14288.51,USD,Paid,0.0
INV52c9ab32,CUST5ac52854,2023-12-31,2024-01-30,13038.5,AUD,Paid,0.0
INVff3fb8bd,CUST5ac52854,2024-02-06,2024-03-07,49085.35,AUD,Paid,0.0
INVb26b4f84,CUST5ac52854,2024-09-08,2024-10-08,7363.68,AUD,Paid,0.0
INV09061727,CUST5ac52854,2023-12-01,2023-12-31,17906.27,GBP,Paid,0.0
INV404adc74,CUST366f1066,2024-11-02,2024-12-02,12344.96,USD,Unpaid,0.0
INV640b0cb3,CUST366f1066,2024-07-03,2024-08-02,34869.17,USD,Paid,0.0
INVd337cc26,CUST366f1066,2024-07-13,2024-08-12,47946.97,USD,Unpaid,0.0
INVd0c74de2,CUSTb196bfe4,2024-09-08,2024-10-08,45453.05,USD,Paid,0.0
INVb447c441,CUSTb196bfe4,2024-09-23,2024-10-23,40295.34,USD,Paid,0.0
INV26207ec0,CUSTbe68dfcc,2024-08-17,2024-09-16,1430.43,JPY,Paid,0.0
INV8d08710a,CUSTbe68dfcc,2024-08-24,2024-09-23,35272.62,JPY,Paid,0.0
INVf398dd98,CUSTa840175c,2024-11-12,2024-12-12,43484.63,USD,Paid,0.0
INV0cf4bd53,CUSTa840175c,2024-06-25,2024-07-25,36591.02,USD,Paid,0.0
INVb0f5a7e4,CUSTd3c4487a,2024-05-25,2024-06-24,15481.74,JPY,Overdue,677.91
INVc719d21d,CUST81436a9f,2024-10-08,2024-11-07,33481.7,USD,Unpaid,0.0
INV08f30919,CUST81436a9f,2024-07-02,2024-08-01,36595.9,USD,Paid,0.0
INV39c25de5,CUST81436a9f,2024-06-04,2024-07-04,45820.74,USD,Unpaid,0.0
INV2a323135,CUST81436a9f,2024-03-16,2024-04-15,37943.66,USD,Unpaid,0.0
INV5b902eaf,CUST81436a9f,2024-02-08,2024-03-09,36343.73,USD,Paid,0.0
INV15402aa6,CUST8373d005,2023-12-02,2024-01-01,48958.59,USD,Paid,0.0
INV2a86f0ad,CUST8373d005,2024-10-15,2024-11-14,41142.99,USD,Unpaid,0.0
INV96782c4f,CUST97db1070,2024-08-05,2024-09-04,11990.39,JPY,Paid,0.0
INV0e2442a1,CUST97db1070,2024-11-10,2024-12-10,49030.74,GBP,Paid,0.0
INV2af7e338,CUST97db1070,2024-11-13,2024-12-13,33094.65,AUD,Unpaid,599.73
INV18cfdbff,CUST97db1070,2024-05-16,2024-06-15,48669.92,AUD,Unpaid,775.37
INVc63b5bf6,CUSTbcbb38cd,2024-04-14,2024-05-14,17586.94,EUR,Unpaid,760.38
INV00661af8,CUSTbcbb38cd,2024-03-26,2024-04-25,43139.73,GBP,Paid,0.0
INV3bd63648,CUSTbcbb38cd,2024-05-17,2024-06-16,17267.84,GBP,Unpaid,236.89
INV11e64cbd,CUSTbcbb38cd,2023-12-18,2024-01-17,22711.11,AUD,Unpaid,387.57
INVb30cb568,CUSTcd621d3d,2024-08-28,2024-09-27,39019.05,USD,Unpaid,0.0
INV2648f0af,CUSTcd621d3d,2024-11-18,2024-12-18,10414.47,USD,Paid,0.0
INV43454ba1,CUSTcd621d3d,2023-12-12,2024-01-11,41651.33,USD,Paid,0.0
INVb13b1917,CUSTcd621d3d,2023-12-18,2024-01-17,48493.08,USD,Paid,0.0
INV9fff9481,CUSTcd621d3d,2024-03-05,2024-04-04,17244.41,USD,Paid,0.0
INV8816f76f,CUST36288363,2024-05-12,2024-06-11,42530.85,USD,Overdue,0.0
INVd94b069a,CUST36288363,2024-09-24,2024-10-24,17600.73,USD,Unpaid,0.0
INVb4e56c72,CUST8a3d58f6,2024-08-09,2024-09-08,15419.7,USD,Unpaid,0.0
INVafae962d,CUST3f1f8cbe,2024-01-04,2024-02-03,41012.46,USD,Unpaid,0.0
INV06ea985e,CUSTe6e294dd,2023-12-18,2024-01-17,17884.76,EUR,Paid,0.0
INVd497251c,CUSTe6e294dd,2024-04-23,2024-05-23,4820.63,EUR,Paid,0.0
INV79338045,CUSTe6e294dd,2024-05-30,2024-06-29,31279.85,AUD,Overdue,1020.05
INVf3ce3543,CUSTe6e294dd,2024-07-18,2024-08-17,10065.94,AUD,Paid,0.0
INV2f92ec84,CUSTe6e294dd,2024-02-19,2024-03-20,47882.17,JPY,Paid,0.0
INV5ec791ce,CUST93f69293,2024-01-14,2024-02-13,35940.0,USD,Unpaid,0.0
INVf5f00d26,CUST93f69293,2024-03-12,2024-04-11,46219.72,USD,Paid,0.0
INVdab7a473,CUST93f69293,2024-11-29,2024-12-29,29140.11,USD,Unpaid,0.0
INVa14438c1,CUST46ccd432,2023-12-07,2024-01-06,40418.06,USD,Unpaid,0.0
INV0aa1e90f,CUST46ccd432,2024-02-05,2024-03-06,48181.67,USD,Paid,0.0
INV239f3d11,CUST7ac6b8e2,2024-06-01,2024-07-01,30775.26,AUD,Paid,0.0
INV56121089,CUST7ac6b8e2,2024-07-22,2024-08-21,4878.51,JPY,Unpaid,155.23
INVde2ae682,CUST5c74d4b8,2023-12-18,2024-01-17,18810.04,USD,Paid,0.0
INV818923f2,CUST5c74d4b8,2023-12-26,2024-01-25,25734.69,USD,Paid,0.0
INVfa68928b,CUST5c74d4b8,2023-12-07,2024-01-06,40935.27,USD,Paid,0.0
INV9c43a7dc,CUST5c74d4b8,2024-03-06,2024-04-05,13049.4,USD,Unpaid,0.0
INVa6fe53a6,CUST626c4d44,2024-01-25,2024-02-24,16563.05,USD,Paid,0.0
INV5883d465,CUSTb210fe35,2024-05-17,2024-06-16,47326.58,EUR,Paid,0.0
INV0f8ea61e,CUSTb210fe35,2024-09-20,2024-10-20,21456.98,EUR,Unpaid,1005.3
INVd7740000,CUSTb210fe35,2024-01-30,2024-02-29,41967.19,EUR,Paid,0.0
INVebeb9d1b,CUSTb210fe35,2024-11-10,2024-12-10,25501.52,EUR,Paid,0.0
INVa9dbf0e1,CUSTd408d66d,2024-10-11,2024-11-10,34988.4,GBP,Unpaid,1254.49
INV10b1a1df,CUSTd408d66d,2024-02-22,2024-03-23,22964.73,JPY,Unpaid,633.62
INV679f51b0,CUSTd408d66d,2024-03-01,2024-03-31,37544.78,AUD,Paid,0.0
INV87691a6f,CUSTd408d66d,2024-08-04,2024-09-03,22491.42,EUR,Paid,0.0
INV8e3735f7,CUSTe585a64d,2024-02-23,2024-03-24,10487.91,USD,Paid,0.0
INVc74a6395,CUSTdd5b7db8,2024-11-16,2024-12-16,33110.43,USD,Paid,0.0
INV56e3064e,CUSTdd5b7db8,2024-06-26,2024-07-26,39291.85,USD,Paid,0.0
INVd4b9d427,CUST14447f40,2024-08-11,2024-09-10,22356.73,USD,Paid,0.0
INVe118c26f,CUST2cc6a5a3,2023-12-06,2024-01-05,6614.66,USD,Paid,0.0
INV1035f88c,CUST2cc6a5a3,2023-12-23,2024-01-22,22077.91,USD,Paid,0.0
INV3b95c4fd,CUST2cc6a5a3,2024-10-06,2024-11-05,3056.62,USD,Paid,0.0
INV67d319c6,CUST2cc6a5a3,2024-05-22,2024-06-21,41110.62,USD,Paid,0.0
INV7f803409,CUST2cc6a5a3,2024-06-06,2024-07-06,5304.78,USD,Paid,0.0
INVde46685e,CUST1ea7c51a,2024-04-06,2024-05-06,9559.33,USD,Paid,0.0
INV02bdd2d9,CUSTd74b43d2,2024-01-27,2024-02-26,27141.41,USD,Unpaid,0.0
INVde05a54a,CUSTd74b43d2,2024-08-06,2024-09-05,4581.42,USD,Unpaid,0.0
INVbf2140e5,CUSTd74b43d2,2023-12-27,2024-01-26,42560.88,USD,Paid,0.0
INVb07b1e61,CUSTd74b43d2,2023-12-23,2024-01-22,17272.3,USD,Unpaid,0.0
INVf370d4d7,CUST36706e7f,2024-11-03,2024-12-03,30200.51,USD,Paid,0.0
INV208f5143,CUST36706e7f,2024-08-11,2024-09-10,27023.51,USD,Paid,0.0
INV2ab6434c,CUST36706e7f,2024-07-18,2024-08-17,33342.94,USD,Paid,0.0
INV04cbe5d6,CUST67289142,2023-12-18,2024-01-17,25151.53,USD,Paid,0.0
INVa183b375,CUST67289142,2024-11-12,2024-12-12,23048.02,USD,Paid,0.0
INV79612f11,CUST67289142,2023-12-21,2024-01-20,35794.84,USD,Paid,0.0
INV2955f731,CUST67289142,2024-08-03,2024-09-02,19513.12,USD,Paid,0.0
INV64060aa0,CUSTb08e2abe,2024-02-26,2024-03-27,38407.75,USD,Paid,0.0
INVf2065b39,CUSTb08e2abe,2024-10-30,2024-11-29,7585.12,USD,Paid,0.0
INV3e30e2b7,CUST01ec63ac,2024-05-03,2024-06-02,23144.66,AUD,Unpaid,718.59
INV4c30bdfe,CUST01ec63ac,2024-09-23,2024-10-23,22221.61,AUD,Paid,0.0
INV72210854,CUST01ec63ac,2024-09-23,2024-10-23,49299.56,JPY,Paid,0.0
INV36c6c39e,CUST01ec63ac,2024-03-11,2024-04-10,10430.94,JPY,Paid,0.0
INV49b676bc,CUST3ae7d5ab,2024-09-29,2024-10-29,26904.84,USD,Paid,0.0
INVb70c7c2c,CUST3ae7d5ab,2023-12-03,2024-01-02,20538.77,USD,Unpaid,0.0
INVc6f775db,CUST3ae7d5ab,2024-06-08,2024-07-08,21872.26,USD,Paid,0.0
INVe56c09fa,CUST3ae7d5ab,2024-03-10,2024-04-09,22726.88,USD,Paid,0.0
INVd476cb4d,CUSTf0f28733,2024-10-05,2024-11-04,21153.42,USD,Paid,0.0
INV79b3efe2,CUSTf0f28733,2024-11-26,2024-12-26,16458.57,USD,Paid,0.0
INV56f7bb0f,CUST7320fab4,2024-01-07,2024-02-06,34115.04,USD,Paid,0.0
INV814a7150,CUST7320fab4,2024-07-02,2024-08-01,48992.21,USD,Paid,0.0
INV06d535b6,CUST7320fab4,2024-01-27,2024-02-26,6380.36,USD,Paid,0.0
INVb72fcd03,CUST6ce59f5f,2023-12-31,2024-01-30,14830.65,USD,Overdue,0.0
INV6de0f620,CUSTd225e373,2024-04-21,2024-05-21,33737.05,JPY,Overdue,1508.98
INVb5eceb8b,CUSTd225e373,2024-09-06,2024-10-06,19875.13,AUD,Paid,0.0
INVdce595bc,CUSTd225e373,2024-04-01,2024-05-01,2624.55,EUR,Paid,0.0
INVbf5cc11f,CUSTd225e373,2024-07-31,2024-08-30,45265.82,EUR,Paid,0.0
INV64edc951,CUSTa3885b85,2024-06-19,2024-07-19,10933.2,USD,Paid,0.0
INV58116ddb,CUSTa3885b85,2024-10-24,2024-11-23,3778.2,USD,Paid,0.0
INV1b9c0f2a,CUSTa3885b85,2024-08-10,2024-09-09,24344.9,USD,Unpaid,0.0
INV09b7114b,CUSTa2cd929c,2024-02-15,2024-03-16,8438.82,USD,Paid,0.0
INV34c25457,CUSTa2cd929c,2024-10-23,2024-11-22,20155.44,USD,Paid,0.0
INVd54a3634,CUSTa2cd929c,2024-06-24,2024-07-24,7743.7,USD,Paid,0.0
INV8e603a16,CUST3841d63b,2024-08-19,2024-09-18,6091.03,USD,Paid,0.0
INV46cc544b,CUST7216181b,2024-07-25,2024-08-24,33965.54,USD,Paid,0.0
INVe849f318,CUST7216181b,2024-11-04,2024-12-04,45242.89,USD,Unpaid,0.0
INV82dfc2bb,CUST7216181b,2024-10-06,2024-11-05,37837.14,USD,Paid,0.0
INV170b629f,CUST7216181b,2024-07-28,2024-08-27,29398.69,USD,Paid,0.0
